Drug Name,BW,C,W,P,AR,PPI-MG,Month
Sutent (sunitinib malate) Capsules,,,,,,,5/1/2011
Sutent (sunitinib malate) capsules,,,,,,,7/1/2010
"Sutent (sunitinib malate) capsules, oral",,,,,,,6/1/2014
Sylatron (peginterferon alfa-2b),,,,X,,,11/1/2014
Sylatron (peginterferon alfa-2b),,,,,,,7/1/2012
"Sylatron (peginterferon alfa-2b) for Injection, for Subcutaneous Use",,,X,X,X,,5/1/2015
"Sylatron (peginterferon alfa-2b) for injection, for subcutaneous use",,,,,,,8/1/2014
Symbicort (budesonide and formoterol) Inhalation Aerosol,,,,,,,2/1/2011
Symbyax (fluoxetine hydrochloride; olanzapine),,,X,X,X,,12/1/2014
Symbyax (olanzapine and fluoxetine HCl),,,,,,,10/1/2011
"Symbyax (olanzapine and fluoxetine HCl) Capsules 3 mg/25 mg, 6 mg/25 mg, 12 mg/25 mg, 6 mg/50 mg, 12 mg/50 mg",,,,,,,1/1/2013
Symbyax (olanzapine and fluoxetine hydrochloride) Capsules,,,,,,,7/1/2013
Symbyax (olanzapine and fluoxetine hydrochloride) capsules,,,,,,,1/1/2010
Symbyax (olanzapine and fluoxetine hydrochloride) capsules,,,,,,,8/1/2009
Symlin (pramlintide acetate) injection,,,,,,,6/1/2014
"Symlin (pramlintide acetate) injection

* risk for transmission of blood-borne pathogens",,,X,X,,,2/1/2015
Synarel (nafarelin acetate) Nasal Solution 2mg/mL,,,,,,,1/1/2011
"Synarel (nafarelin acetate) nasal solution, 2 mg/mL",,,,,,,1/1/2012
Synribo (omacetaxine mepesuccinate) for injection,,,,,,,5/1/2014
Taclonex (calcipotriene and betamethasone dipropionate) Ointment,,,,X,,PCI,12/1/2014
Tafinlar (dabrafenib) Capsules,,,,,,,12/1/2013
Talacen (pentazocine hydrochloride and acetaminophen) tablets,,,,,,,3/1/2011
Talacen (pentazocine hydrochloride and acetaminophen) tablets,,,,,,,6/1/2011
Talwin Nx (pentazocine hydrochloride and naloxone Hydrochloride) Tablets,,,,,,,2/1/2011
Tamiflu (oseltamivir phosphate) Capsules and Oral Suspension,,,,,,,11/1/2010
"Tanzeum (albiglutide) Injection, for Subcutaneous Use",X,,X,X,,,3/1/2015
Tarceva (erlotinib) tablets,,,,,,,4/1/2010
"Tarceva (erlotinib) tablets, 25mg, 100mg and 150mg",,,,,,,4/1/2014
"Tarka (trandolapril/verapamil hydrochloride ER tablets) 

*RAS Dual Blockade",,,,X,,,12/1/2014
Tarka (trandolapril/verapamil hydrochloride) Tablets,,,,,,,8/1/2011
Tarka (trandolapril/verapamil hydrochloride) tablets,,,,,,,9/1/2011
Tasigna (nilotinib) Capsules,,,X,X,,,1/1/2015
Tasigna (nilotinib) capsules,,,,,,,6/1/2013
Tasigna (nilotinib) Capsules,,,,,,,1/1/2011
Tasigna (nilotinib) Capsules,,,,,,,10/1/2011
Tasigna (nilotinib) Capsules,,,,,,,11/1/2011
Tasigna (nilotinib) capsules,,,,,,,6/1/2010
Tasigna (nilotinib) capsules,,,,,,,8/1/2009
"Tasigna (nilotinib) capsules, 150 and 1 200 mg",,,,X,,,9/1/2014
"Tasigna (nilotinib) capsules, 150 mg and 1 200 mg",,,,,,,9/1/2013
Tasmar (tolcapone) 100 mg Tablets,,,,,,,5/1/2013
Taxotere (docetaxel) Injection Concentrate,,,X,X,,,11/1/2014
Taxotere (docetaxel) Injection Concentrate,,,,,,,12/1/2013
Taxotere (docetaxel) injection concentrate,,,,,,,4/1/2010
Taxotere (docetaxel) injection concentrate,,,,,,,5/1/2010
Tazorac (tazarotene) Gel,,,,,,,2/1/2011
"Tecfidera (dimethyl fumarate) delayed-release capsules, for oral use",,X,X,X,,PCI,12/1/2014
"Tegretol (carbamazepine) Chewable Tablets, Tegretol (carbamazepine) Oral Suspension 
Tegretol-XR (carbamazepine extended-release) Tablets",,,,,,,1/1/2014
"Tegretol (carbamazepine) Tablets, Chewable Tablets, Oral Suspension, and Tegretol-XR (carbamazepine extended-release) Tablets",,,,,,,3/1/2013
"Tegretol (carbamazepine) Tablets, Chewable Tablets, Oral Suspension, Tegretol-XR (carbamazepine extended-release)",,,,X,X,,9/1/2014
Tekamlo (Aliskiren and Amlodipine) Tablets,,,,,,,11/1/2013
"Tekamlo (aliskiren/amlodipine besylate) Tablets 

*Dual Blockade of the Renin-Angiotensin-Aldosterone System (RAAS)",,,X,X,X,,3/1/2015
Tekamlo (aliskiren/amlodipine) tablets,,,,,,,3/1/2011
Tekturna (Aliskiren) Tablets,,,,,,,11/1/2013
Tekturna (aliskiren) Tablets,,,,,,,10/1/2011
Tekturna (aliskiren) tablets,,,,,,,11/1/2009
"Tekturna (aliskiren) Tablets

*Dual Blockade of the Renin-Angiotensin-Aldosterone System (RAAS)",,,X,X,X,,3/1/2015
Tekturna HCT (Aliskiren and Hydrochlorothiazide) Tablets,,,,,,,11/1/2013
Tekturna HCT (aliskiren/hydrochlorothiazide) tablets,,,,,,,5/1/2010
"Tekturna HCT (aliskiren/hydrochlorothiazide) Tablets 

*Dual Blockade of the Renin-Angiotensin-Aldosterone System (RAAS)",,,X,X,X,,3/1/2015
Temodar (temozolomide) capsules and for injection,,,,,,,4/1/2010
Temodar (temozolomide) for Injection,,,,,X,,4/1/2015
"Temodar (temozolomide) for injection 
Temodar (temozolomide) capsules",,,,,,,5/1/2014
Temodar (temozolomide) for Injection; vial and capsules,,,,,,,6/1/2011
Tenex (guanfacine hydrochloride) Tablets,,,,,,,7/1/2013
Tenoretic (atenolol/chlorthalidone) Tablets,,,,,,,8/1/2011
Tenormin (atenolol) Tablets,,,,,,,8/1/2011
"Terazol 7 (terconazole) Vaginal Cream, 0.4%
Terazol 3 (terconazole) Vaginal Suppositories, 80 mg
Terazol 3 (terconazole) Vaginal Cream, 0.8%",,,,,,,9/1/2013
Teriflunomide (Aubagio),,,X,X,,,10/1/2014
Tessalon (benzonatate) Perles and Capsules,,,,,,,1/1/2011
Testim (testosterone gel),,,,,,,11/1/2011
Testim (testosterone gel) 1% topical gel,,,,,,,9/1/2009
"Testim (testosterone) Gel

* risk of adverse cardiovascular events",,,X,X,X,,5/1/2015
"Testosterone Gel, for Topical Use

* risk of adverse cardiovascular events",,,X,X,X,,5/1/2015
Teveten (eprosartan mesylate),,,,,,,7/1/2014
Teveten (eprosartan mesylate) Tablets,,,,,,,5/1/2011
Teveten HCT (eprosartan mesylate/hydrochlorothiazide) Tablets,,,,,,,7/1/2014
Teveten HCT (eprosartan mesylate/hydrochlorothiazide) Tablets,,,,,,,5/1/2011
Tev-Tropin (somatropin [rDNA origin]) for injection,,,,,,,7/1/2011
Thallous Chloride [Tl-201] Injection,,,,,,,8/1/2011
Thalomid (thalidomide) capsules,,,,,,,6/1/2014
Thyrogen (thyrotropin alfa for injection),,,,,,,7/1/2012
Tiazac (diltiazem hydrochloride) Extended Release Capsules,,,,,,,11/1/2010
Tikosyn (dofetilide) Capsules,,,,,,,12/1/2013
Tikosyn (dofetilide) Capsules,,,,,,,7/1/2011
Tisseel (Fibrin Sealant),,,,,,,4/1/2010
Tivicay (dolutegravir) tablets,,,,,,,5/1/2014
Tivicay (dolutegravir) Tablets for Oral Use,,,,,X,,12/1/2014
"TOBI (tobramycin inhalation solution, USP) 300 mg/5mL",,,,,,,4/1/2014
"Tobi (tobramycin inhalation solution, USP) 300mg/5mL",,,,,,,9/1/2013
"TOBI Podhaler (tobramycin inhalation powder) for oral inhalation, 28 mg",,,,,,,4/1/2014
Tobramycin 1.2 gram/50mL vial for injection,,,,,,,8/1/2009
Topamax (topiramate) Sprinkle Capsules,,,,X,,,10/1/2014
"Topamax (topiramate) Tablets (25mg, 50mg, 100mg, and 1 200mg)
Topamax (topiramate) Sprinkle Capsules (15mg, and 25mg)",,,,,,,1/1/2014
Topamax (topiramate) tablets and sprinkle capsules,,,,,,,3/1/2011
Topamax (topiramate) tablets and sprinkle capsules,,,,,,,12/1/2009
"Topamax (topiramate) Tablets
Topamax (topiramate) Sprinkle Capsules",,,,,X,,12/1/2014
Topicort (desoximetasone) ointment,,,,,,,5/1/2010
Toprol XL (metoprolol succinate) extended release tablets,,,,,,,3/1/2010
Toprol-XL (metoprolol succinate) extended release tablets,,,,,,,1/1/2010
Toradol (ketorolac tromethamine) Oral Tablets,,,,,,,3/1/2013
Torisel (temsirolimus) Injection,,,,,X,,2/1/2015
Torisel (temsirolimus) injection,,,,,,,6/1/2011
"Torisel Kit (temsirolimus) Injection, 25 mg/mL",,,,,,,4/1/2014
Toviaz (fesoterodine fumarate) extended release tablets,,,,,,,2/1/2011
Toviaz (fesoterodine fumarate) Extended Release Tablets,,,,,,,11/1/2011
Toviaz (fesoterodine fumarate) extended release tablets,,,,,,,12/1/2011
Tracleer (bosentan) 62.5 and 125 mg tablets,,,,,,,8/1/2009
Tradjenta (linagliptin) tablets,,,,,,,5/1/2014
Tradjenta (linagliptin) Tablets,,,,,,,5/1/2012
"Tradjenta (linagliptin) tablets, 5 mg",,,,,,,9/1/2012
Trandate (labetalol hydrochloride) Tablets and Injection,,,,,,,11/1/2010
Tranxene T-Tab (clorazepate dipotassium) tablets,,,,,,,6/1/2010
Travatan (travoprost) and Travatan Z (travoprost),,,,,,,9/1/2011
"Treanda (bendamustine hydrochloride) for injection, for intravenous infusion",,,,,,,2/1/2010
Trelstar (triptorelin pamoate for injectable suspension),,,,,,,3/1/2013
Trelstar (triptorelin pamoate for injectable suspension) Intramuscular use,,,,,,,7/1/2014
Trental (pentoxifylline) 400 mg Extended-Release Tablets,,,,X,,,2/1/2015
Trental (pentoxifylline) Extended-Release Tablets,,,,,,,7/1/2012
"Trental (pentoxifylline) extended-release tablets, 400 mg",,,,,,,4/1/2014
Treximet (sumatriptan and naproxen sodium) Tablets,,,,,,,3/1/2012
Treximet (sumatriptan/naproxen) Tablets,,,,,,,11/1/2011
"Tribenzor (olmesartan /medoxomil / amlodipine / hydrochlorothiazide) 1 20/5/12.5 mg, 40/5/25 mg, 40/10/12.5 mg, and 40/10/25 mg Tablets 

* RAS Dual Blockade",,,,X,,,9/1/2014
Tribenzor (olmesartan medoxomil / amlodipine / hydrochlorothiazide) tablets,,,,,,,3/1/2011
Tribenzor (olmesartan medoxomil / amlodipine / hydrochlorothiazide) tablets,,,,,,,6/1/2011
"Triglide (fenofibrate) Tablets, 50 mg and 160 mg",,,,,,,1/1/2013
Trileptal (oxcarbazepine) film-coated tablets and oral suspension,,,,,,,6/1/2014
Trileptal (oxcarbazepine) tablets and suspension,,,,,,,3/1/2011
Trilipix (fenofibric acid) Delayed Release Capsules,,,,,,,9/1/2012
"TriLuma (fluocinolone acetonide, 0.01 percent, hydroquinone, 4 percent, tretinoin, 0.05 percent) Cream",,,,,,,1/1/2013
Trokendi XR (topiramate) Extended-release Capsules,,,X,X,,,5/1/2015
"Trulicity (dulaglutide) Injection, for Subcutaneous Use",X,,X,X,,,3/1/2015
Trusopt (dorzolamide hydrochloride ophthalmic solution),,,,,,,6/1/2010
Truvada (emtricitabine 1 200 mg/tenofovir disoproxil fumarate 300 mg) Tablets,,,,,,,7/1/2012
Truvada (emtricitabine/tenofovir disoproxil fumarate tablets,,,,,,,11/1/2009
Truvada (emtricitabine/tenofovir disoproxil fumarate) tablets,,,,,,,7/1/2011
Tudorza Pressair (aclidinium bromide inhalation powder),,,X,X,,,4/1/2015
Twynsta (telmisartan/amlodipine) Tablets,,,X,X,,,12/1/2014
Twynsta (telmisartan/amlodipine) Tablets,,,,,,,1/1/2012
Twynsta (telmisartan/amlodipine) Tablets,,,,,,,11/1/2012
Twynsta (telmisartan/amlodipine) tablets,,,,,,,7/1/2010
Tygacil (tigecycline) for Injection,,,,,,,9/1/2013
Tykerb (lapatinib) Tablets,,,,,,,2/1/2012
Tykerb (lapatinib) Tablets,,,,,,,8/1/2011
Tykerb (lapatinib) tablets,,,,,,,1/1/2010
Tylenol 8-Hour (650 mg acetaminophen) extended-release tablets,,,,,,,6/1/2009
Tysabri (Natalizumab) injection,,,,,,,5/1/2013
Tysabri (natalizumab) Injection,,,,,,,12/1/2013
"Tysabri (natalizumab) Injection, for Intravenous Use",,,X,X,,,5/1/2015
Tyzeka (telbivudine) 600 mg tablet,,,,,,,5/1/2009
Tyzeka (telbivudine) 600 mg Tablets and 100 mg/5 mL Oral,,,,,,,1/1/2013
Tyzeka (telbivudine) tablets and oral solution,,,,,,,12/1/2011
Uloric (febuxostat tablets),,,,,,,1/1/2011
Uloric (febuxostat) Tablets,,,,,,,11/1/2012
Ultane (sevoflurane) and Ultane NovaPlus (sevoflurane) volatile liquid for inhalation,,,,,,,3/1/2014
Ultane (sevoflurane) liquid for inhalation,,,,,,,1/1/2010
Ultracet (tramadol HCl/acetaminophen) Tablets,,,,,,,10/1/2013
Ultracet (tramadol HCl/acetaminophen) tablets,,,,,,,6/1/2011
Ultracet (tramadol HCl/acetaminophen) tablets,,,,,,,9/1/2009
Ultram (tramadol hydrochloride) tablets,,,,,,,9/1/2009
Unasyn (ampicillin sodium/sulbactam sodium) Injection,,X,X,,X,,11/1/2014
Uniretic (moexipril hydrochloride and hydrochlorothiazide) tablets,,,,,,,1/1/2010
Uniretic (moexipril hydrochloride/hydrochlorothiazide),,,,,,,5/1/2011
Uniretic (moexipril hydrochloride/hydrochlorothiazide) Tablets,,,,,,,8/1/2011
"Unisom SleepTabs (doxylamine succinate) Tablets, 25mg",,,,,,,9/1/2013
Univasc (moexipril hydrochloride) Tablets,,,,,,,8/1/2011
Univasc (moexipril hydrochloride) tablets,,,,,,,1/1/2010
Uroxatral (alfuzosin HCl extended release tablets),,,,,,,5/1/2009
Uroxatral (alfuzosin HCl) extended-release tablets,,,,,,,4/1/2010
Uroxatral (alfuzosin hydrochloride) extended release tablets,,,,,,,4/1/2014
Uroxatral (alfuzosin hydrochloride) extended-release tablets,,,,,,,5/1/2013
Urso 250 and Urso Forte (ursodiol) tablets,,,,,,,11/1/2009
Uvadex (methoxsalen) Sterile Solution,,,,,,,10/1/2013
Valium (diazepam) Tablets,,,,,,,10/1/2013
Valtrex (valacyclovir hydrochloride) caplets,,,,,,,4/1/2010
Valturna (aliskiren/valsartan) combination tablets,,,,,,,8/1/2010
Valturna (aliskiren/valsartan) Tablets,,,,,,,2/1/2011
Valturna (aliskiren/valsartan) Tablets,,,,,,,5/1/2011
Vancocin  (vancomycin hydrochloride) Capsules,,,,,,,12/1/2011
Vanos (fluocinonide) cream,,,,,,,3/1/2010
Vantas (histrelin acetate) subcutaneous implant,,,,,,,7/1/2014
Vantas (histrelin acetate) Subcutaneous Implant,,,,,,,1/1/2011
Vantas (histrelin acetate) subcutaneous implant,,,,,,,2/1/2011
Vaprisol (conivaptan) injection,,,,,,,5/1/2010
Varivax Varicella Virus Vaccine Live,,,,,,,3/1/2014
Vaseretic (enalapril maleate/hydrochlorothiazide) tablets,,,,,,,3/1/2011
"Vaseretic (enalapril Maleate-hydrochlorothiazide)

*RAS Dual Blockade",,,,X,,,12/1/2014
"Vasotec (enalapril) Tablets 

*RAS Dual Blockade",,,,X,,,12/1/2014
Vectibix (panitumumab),,,,,,,3/1/2013
Vectibix (panitumumab),,,,,,,5/1/2009
Vectibix (panitumumab) Injection for Intravenous Infusion,,,X,X,,,3/1/2015
Vectibix (panitumumab) Injection for intravenous infusion,,,,,,,8/1/2014
Velcade (bortezomib) for Injection,,,X,X,,,10/1/2014
Velcade (bortezomib) for Injection,,,,,,,11/1/2011
Velcade (bortezomib) for injection,,,,,,,12/1/2009
Veletri (epoprostenol sodium) injection,,,,,,,3/1/2011
"Velphoro (sucroferric oxyhydroxide) Chewable Tablets, 500 mg Iron",,,,X,,PCI,9/1/2014
Venlafaxine HCl Extended-release Tablets,,,,,,,5/1/2012
Ventavis (iloprost) 10 mcg/mL inhalation solution,,,,,,,8/1/2009
Ventavis (iloprost) inhalation solution,,,,,,,4/1/2010
Ventolin HFA (albuterol sulfate) Inhalation Aerosol,,,,,,,9/1/2012
Veramyst (fluticasone furoate) Nasal Spray,,,,X,,,5/1/2015
Veramyst (fluticasone furoate) nasal spray,,,,,,,7/1/2009
"Veramyst, (fluticasone furoate) Nasal Spray",,,,,,,10/1/2011
Verelan (verapamil hydrochloride) capsule,,,,,,,3/1/2010
Verelan PM (verapamil hydrochloride) Extended-Release capsules,,,,,,,12/1/2009
Vesicare (solifenacin succinate) tablet,,,,,,,7/1/2010
VESIcare (solifenacin succinate) Tablets,,,,,,,3/1/2013
Vesicare (solifenacin succinate) tablets,,,,,,,10/1/2013
VESIcare (solifenacin succinate) Tablets,,,,,,,1/1/2012
VESIcare (solifenacin succinate) Tablets,,,,,,,7/1/2012
"VFEND (voriconazole) Tablets
VFEND I.V. (voriconazole) for Injection
VFEND (voriconazole) for Oral Suspension",,,,,,,4/1/2014
"VFEND (voriconazole) Tablets, for Oral Suspension, and for Injection",,,X,X,,,2/1/2015
"VFEND (voriconazole) Tablets, I.V. for Infusion and Oral Suspension",,,,,,,11/1/2011
"Vfend (voriconazole) Tablets, Injection, and Oral Suspension",,,,,,,11/1/2010
Viadur (leuprolide acetate implant),,,,,,,1/1/2011
Viagra (sildenafil citrate) Tablets,,,,,,,3/1/2014
Viagra (sildenafil citrate) Tablets,,,,,,,1/1/2011
Viagra (sildenafil citrate) tablets,,,,,,,1/1/2010
"Viagra (sildenafil citrate) Tablets, for Oral Use",,,X,X,,,3/1/2015
"Vibativ (telavancin) for injection, for intravenous use",,X,X,X,,,12/1/2014
Vibramycin (doxycycline hyclate) Intravenous,,,X,,,,9/1/2014
"Vibramycin Monohydrate (doxycycline monohydrate) for Oral Suspension 
Vibramycin (doxycycline hyclate) Capsules
Vibramycin Calcium (doxycycline calcium oral suspension) Syrup
Vibra-Tabs (doxycycline hyclate) Film Coated Tablets",,,X,,,,9/1/2014
"Vibramycin Monohydrate (doxycycline monohydrate) for Oral Suspension
Vibramycin Hyclate (doxycycline hyclate capsules, USP) Capsules
Vibramycin Calcium (doxycycline calcium oral suspension) Syrup
Vibra-Tabs (doxycycline hyclate tablets, USP) Film Coated Tablets",,,,,,,9/1/2013
"Victoza (liraglutide [rDNA origin]) injection

* risk for transmission of blood-borne pathogens",,,X,X,,,2/1/2015
Victoza (liraglutide [rDNA origin]) injection) Solution for Subcutaneous Use,X,,X,X,,,3/1/2015
Victrelis (boceprevir) 1 200 mg capsules,,,,,,,2/1/2014
Victrelis (boceprevir) Capsules,,,,,,,7/1/2014
Victrelis (boceprevir) Capsules,,,,,,,7/1/2012
Victrelis (boceprevir) Capsules,,,,,,,11/1/2012
"Victrelis (boceprevir), 1 200 mg capsules",,,,,,,1/1/2014
"Victrelis (boceprevir), 1 200 mg capsules",,,,,,,9/1/2013
Vidaza (azacitidine) for Injection,,,,,,,1/1/2014
Vidaza (azacitidine) for Injection,,,,,,,1/1/2012
Videx (didanosine) pediatric powder and Videx EC capsules,,,,,,,6/1/2009
Videx EC (didanosine) delayed release capsules and Videx(didanosine) pediatric powder for oral solution,,,,,,,1/1/2010
"Viibryd (vilazodone hydrochloride) 10 mg, 1 20 mg, and 40 mg tablets",,,,,,,4/1/2014
Viibryd (vilazodone hydrochloride) tablets,,,,,,,12/1/2013
Vimovo (naproxen and esomeprazole magnesium) delayed release tablets,,,X,X,,,12/1/2014
Vimovo (naproxen/esomeprazole magnesium) Delayed-Release Tablets,,,,,,,2/1/2014
Vimovo (naproxen/esomeprazole magnesium) Delayed-Release Tablets,,,,,,,3/1/2014
Vimovo (naproxen/esomeprazole magnesium) Delayed-Release Tablets,,,,,,,1/1/2012
Vimovo (naproxen/esomeprazole magnesium) tablets,,,,,,,6/1/2011
Vimovo (naproxen/esomeprazole magnesium) Tablets,,,,,,,11/1/2011
"Vimpat (lacosamide) Tablet, Film Coated for Oral use, CV
Vimpat  (lacosamide) Injection for Intravenous use, CV
Vimpat (lacosamide) Oral Solution, CV",,,,,,,8/1/2014
"Vimpat (lacosamide) tablets 
Vimpat (lacosamide) Injection 
Vimpat (lacosamide) oral solution",,,,,,,9/1/2013
Viracept (nelfinavir mesylate) Oral Powder,,,,,,,2/1/2012
Viracept (nelfinavir mesylate) Oral Powder and Tablets,,,,,,,2/1/2011
"Viracept (nelfinavir mesylate) Oral Powder, 50 mg/g
Viracept (nelfinavir mesylate) Tablets, 250 mg
Viracept (nelfinavir mesylate) Tablets, 625 mg",,,,,,,5/1/2013
"Viracept (nelfinavir mesylate) Oral Powder, Tablets

*HIV protease inhibitor drug-drug interactions",,,X,X,,,3/1/2015
Viramune (nevirapine) oral suspension and tablets,,,,,,,1/1/2010
Viramune (nevirapine) tablets and oral suspension,,,,,,,1/1/2014
Viramune (nevirapine) tablets and oral suspension,,,,,,,1/1/2011
Viramune (nevirapine) tablets and oral suspension,,,,,,,7/1/2010
"Viramune (nevirapine) Tablets, Oral Suspension and Virammune XR Extended-Release Tablets",,,,,,,11/1/2011
Viramune XR (nevirapine) extended-release tablets,,,,,,,1/1/2014
"Viread (tenofovir disoproxil fumarate) Oral Powder, 40 mg/gram",,,,,,,7/1/2013
Viread (tenofovir disoproxil fumarate) tablets,,,,,,,10/1/2009
Visicol (sodium phosphate monobasic monohydrate and sodium phosphate dibasic anhydrous) tablets,,,,,,,10/1/2009
"Visicol (sodium phosphate monobasic monohydrate, USP and sodium phosphate dibasic anhydrous, USP) Tablets",,,,,,,3/1/2013
Vistaril (hydroxyzine pamoate) capsules and oral suspension,,,,,,,6/1/2014
Vivelle-Dot (estradiol transdermal system),,,,,,,5/1/2013
Vivitrol (naltrexone for extended-release injectable suspension),,,,,,,7/1/2013
Vivitrol (naltrexone for extended-release) injectable suspension,,,,,,,3/1/2010
Vizamyl (flutemetamol F 18 injection) for intravenous use,,,,,X,,12/1/2014
"Vogelxo (testosterone) Gel 

* risk of adverse cardiovascular events",,,X,X,X,,5/1/2015
Voltaren (diclofenac sodium enteric-coated tablets) and Voltaren-XR (diclofenac sodium extended-release) tablets,,,,,,,2/1/2011
Voltaren Gel (diclofenac sodium) 1% topical gel,,,,,,,9/1/2009
Voltaren Opthalmic (diclofenac sodium ophthalmic solution) 0.1%,,,,,,,9/1/2012
Voraxaze (glucarpidase),,,,,,,3/1/2013
Votrient (Pazopanib Hydrochloride) Tablets,,,,,,,11/1/2013
Votrient (pazopanib hydrochloride) Tablets,,,,,,,10/1/2011
Votrient (pazopanib hydrocholoride) Tablets,,,X,X,,,11/1/2014
Votrient (pazopanib) Tablets,,,X,X,X,,3/1/2015
Votrient (pazopanib) Tablets,,,X,X,X,,4/1/2015
Votrient (pazopanib) Tablets,,,,,,,3/1/2012
Votrient (pazopanib) Tablets,,,,,,,11/1/2012
VPRIV (velaglucerase alfa for injection),,,X,X,X,,5/1/2015
Vumon (teniposide) Injection,,,,,,,10/1/2011
Vytorin (ezetimibe/simvastatin) Tablets,,,,,,,2/1/2014
Vytorin (ezetimibe/simvastatin) Tablets,,,,,,,1/1/2012
Vytorin (ezetimibe/simvastatin) tablets,,,,,,,6/1/2011
Vytorin (ezetimibe/simvastatin) Tablets,,,,,,,10/1/2011
Vytorin (ezetimibe/simvastatin) Tablets,,,,,,,12/1/2011
Vytorin (ezetimibe/simvastatin) tablets,,,,,,,3/1/2010
Vytorin (ezetimibe/simvastatin) tablets,,,,,,,4/1/2010
Vytorin (ezetimibe/simvastatin) tablets,,,,,,,11/1/2009
Vyvanse (lisdexamfetamine dimesylate),,,,,,,9/1/2011
"Vyvanse (lisdexamfetamine dimesylate) 1 20mg, 30mg, 40mg, 50mg, 60mg, 70mg capsules",,,,,,,5/1/2009
Vyvanse (lisdexamfetamine dimesylate) Capsules,,,,,,,7/1/2014
Vyvanse (lisdexamfetamine dimesylate) Capsules,,,,,,,11/1/2010
"Vyvanse (lisdexamfetamine dimesylate) Capsules

*rhabdomyolysis",,,,,X,,4/1/2015
Vyvanse (lisdexamfetamine dimesylate) Tablets,,,,,X,,1/1/2015
Welchol (colesevelam HCl) Tablets and Oral Suspension,,,,,,,7/1/2012
Welchol (colesevelam HCL) Tablets and Welchol (colesevelam HCl) for Oral Suspension,,,,,,,1/1/2012
Welchol (colsevelam) tablets and oral suspension,,,,,,,9/1/2010
Wellbutrin (bupropion hydrochloride) Tablets and Wellbutrin SR (bupropion hydrochloride) Sustained-Release Tablets,,,,,,,3/1/2013
"Wellbutrin (bupropion hydrochloride) tablets, Sustained-Release, and Extended Release (XL) tablets",,,,,,,7/1/2009
"Wellbutrin (bupropion hydrochloride)
Wellbutrin SR (bupropion hydrochloride) Sustained-Release Tablets",,,,,,,7/1/2011
Wellbutrin XL (bupropion hydrochloride extended-release) tablets for oral use,,X,X,X,,,12/1/2014
"Wellbutrin XL (bupropion hydrochloride) Extended-Release Tablets 
Aplenzin (bupropion hydrobromide) Extended-Release Tablets",,,,,,,7/1/2011
Xalatan (latanoprost ophthalmic solution),,,,,,,3/1/2012
Xalatan (latanoprost) ophthalmic solution,,,,,,,8/1/2010
Xalkori (crizotinib) capsules,,,,,,,5/1/2014
Xalkori (crizotinib) capsules,,,,,,,10/1/2013
Xalkori (Crizotinib) Capsules,,,,,,,11/1/2013
Xanax (alprazolam) and Xanax XR,,,,,,,8/1/2011
Xarelto (rivaroxaban) Tablets,,,,,,,2/1/2014
Xarelto (rivaroxaban) Tablets,,,,,X,,12/1/2014
"Xarelto (Rivaroxaban) Tablets, 10 mg",,,,,,,1/1/2014
"Xarelto (rivaroxaban) Tablets, 10 mg",,,,,,,3/1/2014
Xeljanz (tofacitinib) Tablets,,,,,,,3/1/2014
Xeloda (capecitabine) Tablets,,,X,X,X,,3/1/2015
Xeloda (capecitabine) Tablets,,,,,X,,3/1/2015
Xeloda (capecitabine) Tablets,,,X,X,,,10/1/2014
Xenical (orlistat) capsules,,,,,,,10/1/2013
Xenical (orlistat) Capsules,,,,,,,1/1/2012
Xenical (orlistat) capsules,,,,,,,5/1/2010
"Xenon Xe 133 Gas, 10 and 1 20 mCi, septum sealed glass vial",,,,,,,9/1/2011
Xgeva (denosumab),,,,,,,9/1/2012
Xgeva (denosumab) injection for subcutaneous use,,,,,,,6/1/2014
Xiaflex (collagenase clostridium histolyticum),,X,X,X,X,MG,10/1/2014
"Xiaflex (collagenase clostridium histolyticum) for Injection, for Intralesional Use",,,,,X,,5/1/2015
Xifaxan (rifaximin) Tablets,,,,,,,3/1/2014
Xolair (omalizumab),,,X,X,,MG,9/1/2014
"Xopenex (levalbuterol HCl) Inhalation Solution Concentrate, 1.25 mg/0.5 mL",,,,,,,9/1/2012
Xopenex HFA (levalbuterol tartrate) Inhalation Aerosol,,,,X,,,3/1/2015
Xopenex HFA (levalbuterol tartrate) Inhalation Aerosol,,,,,,,9/1/2013
"Xylocaine Viscous (lidocaine HCl) Solution, 2 percent",X,,X,X,,,9/1/2014
Xyrem (sodium oxybate) oral solution,,,,,,,4/1/2014
Xyzal (levocetirizine dihydrochloride) 5mg tablets and 2.5mg/5ml solution,,,,,,,9/1/2012
Xyzal (levocetirizine dihydrochloride) oral solution and tablets,,,,,,,3/1/2011
Xyzal (Levocetirizine Dihydrochloride) Tablets and Oral Solution,,,,,,,11/1/2013
Yasmin (drospirenone 3 mg/ethinyl estradiol 0.03 mg) tablets,,,,,,,4/1/2010
Yasmin (drospirenone/ethinyl estradiol) tablets,,,,,,,2/1/2012
Yaz (drospirenone 3 mg/ethinyl estradiol 0.02 mg) tablets,,,,,,,4/1/2010
Yaz (drospirenone/ethinyl estradiol) tablets,,,,,,,3/1/2011
Yervoy (ipilimumab),,,,,,,5/1/2013
Yervoy (ipilimumab),,,,,,,12/1/2013
Zaltrap (ziv-aflibercept) Injection,,,,,,,10/1/2013
Zantac (ranitidine hydrochloride),,,,,,,9/1/2009
Zarontin (ethosuxide) capsules,,,,,,,9/1/2010
